res	var	time	id	start	end	path
daily	kl	historical				/daily/kl/historical/BESCHREIBUNG_obsgermany_climate_daily_kl_historical_de.pdf
daily	kl	historical				/daily/kl/historical/DESCRIPTION_obsgermany_climate_daily_kl_historical_en.pdf
daily	kl	historical				/daily/kl/historical/KL_Tageswerte_Beschreibung_Stationen.txt
daily	kl	historical	00001	19370101	19860630	/daily/kl/historical/tageswerte_00001_19370101_19860630_hist.zip
daily	kl	historical	00003	18910101	20110331	/daily/kl/historical/tageswerte_00003_18910101_20110331_hist.zip
daily	kl	historical	00044	19710301	20151231	/daily/kl/historical/tageswerte_00044_19710301_20151231_hist.zip
daily	kl	historical	00052	19730101	20011231	/daily/kl/historical/tageswerte_00052_19730101_20011231_hist.zip
daily	kl	historical	00061	19750701	19780831	/daily/kl/historical/tageswerte_00061_19750701_19780831_hist.zip
daily	kl	historical	00070	19730601	19860930	/daily/kl/historical/tageswerte_00070_19730601_19860930_hist.zip
daily	kl	historical	00071	19861101	20151231	/daily/kl/historical/tageswerte_00071_19861101_20151231_hist.zip
daily	kl	historical	00072	19781001	19950531	/daily/kl/historical/tageswerte_00072_19781001_19950531_hist.zip
daily	kl	historical	00073	19590301	20151231	/daily/kl/historical/tageswerte_00073_19590301_20151231_hist.zip
daily	kl	historical	00078	19610101	20151231	/daily/kl/historical/tageswerte_00078_19610101_20151231_hist.zip
daily	kl	historical	00091	19781101	20151231	/daily/kl/historical/tageswerte_00091_19781101_20151231_hist.zip
daily	kl	historical	00093	19771201	19781031	/daily/kl/historical/tageswerte_00093_19771201_19781031_hist.zip
daily	kl	historical	00098	19470101	19541231	/daily/kl/historical/tageswerte_00098_19470101_19541231_hist.zip
daily	kl	historical	00102	19980101	20151231	/daily/kl/historical/tageswerte_00102_19980101_20151231_hist.zip
daily	kl	historical	00116	19470101	19661231	/daily/kl/historical/tageswerte_00116_19470101_19661231_hist.zip
daily	kl	historical	00125	20000702	20151231	/daily/kl/historical/tageswerte_00125_20000702_20151231_hist.zip
daily	kl	historical	00129	19910101	20061231	/daily/kl/historical/tageswerte_00129_19910101_20061231_hist.zip
daily	kl	historical	00131	20041101	20151231	/daily/kl/historical/tageswerte_00131_20041101_20151231_hist.zip
daily	kl	historical	00132	19531211	19870930	/daily/kl/historical/tageswerte_00132_19531211_19870930_hist.zip
daily	kl	historical	00142	19550101	20151231	/daily/kl/historical/tageswerte_00142_19550101_20151231_hist.zip
daily	kl	historical	00150	19510101	20151231	/daily/kl/historical/tageswerte_00150_19510101_20151231_hist.zip
daily	kl	historical	00151	19470101	20151231	/daily/kl/historical/tageswerte_00151_19470101_20151231_hist.zip
daily	kl	historical	00154	19940101	20151231	/daily/kl/historical/tageswerte_00154_19940101_20151231_hist.zip
daily	kl	historical	00161	20110901	20151231	/daily/kl/historical/tageswerte_00161_20110901_20151231_hist.zip
daily	kl	historical	00164	19470101	20151231	/daily/kl/historical/tageswerte_00164_19470101_20151231_hist.zip
daily	kl	historical	00167	20040901	20151231	/daily/kl/historical/tageswerte_00167_20040901_20151231_hist.zip
daily	kl	historical	00169	19470101	19661231	/daily/kl/historical/tageswerte_00169_19470101_19661231_hist.zip
daily	kl	historical	00172	19690501	19911130	/daily/kl/historical/tageswerte_00172_19690501_19911130_hist.zip
daily	kl	historical	00174	19840301	19871231	/daily/kl/historical/tageswerte_00174_19840301_19871231_hist.zip
daily	kl	historical	00175	19520101	19760430	/daily/kl/historical/tageswerte_00175_19520101_19760430_hist.zip
daily	kl	historical	00177	19470501	19571031	/daily/kl/historical/tageswerte_00177_19470501_19571031_hist.zip
daily	kl	historical	00183	19470101	20151231	/daily/kl/historical/tageswerte_00183_19470101_20151231_hist.zip
daily	kl	historical	00184	19470101	19660630	/daily/kl/historical/tageswerte_00184_19470101_19660630_hist.zip
daily	kl	historical	00185	19460101	19571231	/daily/kl/historical/tageswerte_00185_19460101_19571231_hist.zip
daily	kl	historical	00186	19470101	19980930	/daily/kl/historical/tageswerte_00186_19470101_19980930_hist.zip
daily	kl	historical	00191	19860401	20151231	/daily/kl/historical/tageswerte_00191_19860401_20151231_hist.zip
daily	kl	historical	00193	19680101	19971031	/daily/kl/historical/tageswerte_00193_19680101_19971031_hist.zip
daily	kl	historical	00198	19540101	20151231	/daily/kl/historical/tageswerte_00198_19540101_20151231_hist.zip
daily	kl	historical	00202	19470101	19511231	/daily/kl/historical/tageswerte_00202_19470101_19511231_hist.zip
daily	kl	historical	00207	19470101	19641231	/daily/kl/historical/tageswerte_00207_19470101_19641231_hist.zip
daily	kl	historical	00211	19810901	19991231	/daily/kl/historical/tageswerte_00211_19810901_19991231_hist.zip
daily	kl	historical	00217	19410101	20151231	/daily/kl/historical/tageswerte_00217_19410101_20151231_hist.zip
daily	kl	historical	00221	19850801	19900531	/daily/kl/historical/tageswerte_00221_19850801_19900531_hist.zip
daily	kl	historical	00222	19770101	20151231	/daily/kl/historical/tageswerte_00222_19770101_20151231_hist.zip
daily	kl	historical	00231	19010101	19740430	/daily/kl/historical/tageswerte_00231_19010101_19740430_hist.zip
daily	kl	historical	00232	19470101	20151231	/daily/kl/historical/tageswerte_00232_19470101_20151231_hist.zip
daily	kl	historical	00238	19510101	20041231	/daily/kl/historical/tageswerte_00238_19510101_20041231_hist.zip
daily	kl	historical	00243	19580901	20061231	/daily/kl/historical/tageswerte_00243_19580901_20061231_hist.zip
daily	kl	historical	00257	19490101	20151231	/daily/kl/historical/tageswerte_00257_19490101_20151231_hist.zip
daily	kl	historical	00259	19470101	20151231	/daily/kl/historical/tageswerte_00259_19470101_20151231_hist.zip
daily	kl	historical	00273	19861201	19900430	/daily/kl/historical/tageswerte_00273_19861201_19900430_hist.zip
daily	kl	historical	00282	19490101	20151231	/daily/kl/historical/tageswerte_00282_19490101_20151231_hist.zip
daily	kl	historical	00283	19480101	19591231	/daily/kl/historical/tageswerte_00283_19480101_19591231_hist.zip
daily	kl	historical	00284	18790101	19581231	/daily/kl/historical/tageswerte_00284_18790101_19581231_hist.zip
daily	kl	historical	00288	19910101	19980831	/daily/kl/historical/tageswerte_00288_19910101_19980831_hist.zip
daily	kl	historical	00294	19920201	20151231	/daily/kl/historical/tageswerte_00294_19920201_20151231_hist.zip
daily	kl	historical	00298	19470101	20151231	/daily/kl/historical/tageswerte_00298_19470101_20151231_hist.zip
daily	kl	historical	00303	19980101	20151231	/daily/kl/historical/tageswerte_00303_19980101_20151231_hist.zip
daily	kl	historical	00314	19450606	20151231	/daily/kl/historical/tageswerte_00314_19450606_20151231_hist.zip
daily	kl	historical	00320	19470101	20151231	/daily/kl/historical/tageswerte_00320_19470101_20151231_hist.zip
daily	kl	historical	00326	20040701	20130707	/daily/kl/historical/tageswerte_00326_20040701_20130707_hist.zip
daily	kl	historical	00327	19620901	19961031	/daily/kl/historical/tageswerte_00327_19620901_19961031_hist.zip
daily	kl	historical	00330	19370101	20151231	/daily/kl/historical/tageswerte_00330_19370101_20151231_hist.zip
daily	kl	historical	00335	19761201	19771031	/daily/kl/historical/tageswerte_00335_19761201_19771031_hist.zip
daily	kl	historical	00342	20101201	20151231	/daily/kl/historical/tageswerte_00342_20101201_20151231_hist.zip
daily	kl	historical	00348	19900101	20110901	/daily/kl/historical/tageswerte_00348_19900101_20110901_hist.zip
daily	kl	historical	00355	19470101	19891031	/daily/kl/historical/tageswerte_00355_19470101_19891031_hist.zip
daily	kl	historical	00365	19911001	20020930	/daily/kl/historical/tageswerte_00365_19911001_20020930_hist.zip
daily	kl	historical	00368	20000701	20151231	/daily/kl/historical/tageswerte_00368_20000701_20151231_hist.zip
daily	kl	historical	00377	19470101	20151231	/daily/kl/historical/tageswerte_00377_19470101_20151231_hist.zip
daily	kl	historical	00386	19730701	19861130	/daily/kl/historical/tageswerte_00386_19730701_19861130_hist.zip
daily	kl	historical	00390	19861201	20151231	/daily/kl/historical/tageswerte_00390_19861201_20151231_hist.zip
daily	kl	historical	00395	19480701	19531231	/daily/kl/historical/tageswerte_00395_19480701_19531231_hist.zip
daily	kl	historical	00399	19810101	20141231	/daily/kl/historical/tageswerte_00399_19810101_20141231_hist.zip
daily	kl	historical	00400	19610101	20151231	/daily/kl/historical/tageswerte_00400_19610101_20151231_hist.zip
daily	kl	historical	00402	18760101	19621231	/daily/kl/historical/tageswerte_00402_18760101_19621231_hist.zip
daily	kl	historical	00403	19500101	20151231	/daily/kl/historical/tageswerte_00403_19500101_20151231_hist.zip
daily	kl	historical	00405	19510401	19541231	/daily/kl/historical/tageswerte_00405_19510401_19541231_hist.zip
daily	kl	historical	00407	19580101	19780331	/daily/kl/historical/tageswerte_00407_19580101_19780331_hist.zip
daily	kl	historical	00408	19481201	19511130	/daily/kl/historical/tageswerte_00408_19481201_19511130_hist.zip
daily	kl	historical	00410	19960601	20151231	/daily/kl/historical/tageswerte_00410_19960601_20151231_hist.zip
daily	kl	historical	00416	19820701	19960930	/daily/kl/historical/tageswerte_00416_19820701_19960930_hist.zip
daily	kl	historical	00417	19360101	19561031	/daily/kl/historical/tageswerte_00417_19360101_19561031_hist.zip
daily	kl	historical	00420	19930501	20151231	/daily/kl/historical/tageswerte_00420_19930501_20151231_hist.zip
daily	kl	historical	00422	19560101	19641231	/daily/kl/historical/tageswerte_00422_19560101_19641231_hist.zip
daily	kl	historical	00424	19540101	19801231	/daily/kl/historical/tageswerte_00424_19540101_19801231_hist.zip
daily	kl	historical	00425	19590101	19820630	/daily/kl/historical/tageswerte_00425_19590101_19820630_hist.zip
daily	kl	historical	00427	19670101	20151231	/daily/kl/historical/tageswerte_00427_19670101_20151231_hist.zip
daily	kl	historical	00429	19861001	19870131	/daily/kl/historical/tageswerte_00429_19861001_19870131_hist.zip
daily	kl	historical	00430	19630101	20151231	/daily/kl/historical/tageswerte_00430_19630101_20151231_hist.zip
daily	kl	historical	00432	19780401	19941231	/daily/kl/historical/tageswerte_00432_19780401_19941231_hist.zip
daily	kl	historical	00433	19480101	20151231	/daily/kl/historical/tageswerte_00433_19480101_20151231_hist.zip
daily	kl	historical	00434	19470101	19601231	/daily/kl/historical/tageswerte_00434_19470101_19601231_hist.zip
daily	kl	historical	00435	19640101	20061231	/daily/kl/historical/tageswerte_00435_19640101_20061231_hist.zip
daily	kl	historical	00445	18980101	20151231	/daily/kl/historical/tageswerte_00445_18980101_20151231_hist.zip
daily	kl	historical	00450	19450101	20121203	/daily/kl/historical/tageswerte_00450_19450101_20121203_hist.zip
daily	kl	historical	00460	19510101	20151231	/daily/kl/historical/tageswerte_00460_19510101_20151231_hist.zip
daily	kl	historical	00474	19590101	19860930	/daily/kl/historical/tageswerte_00474_19590101_19860930_hist.zip
daily	kl	historical	00480	19450101	20061231	/daily/kl/historical/tageswerte_00480_19450101_20061231_hist.zip
daily	kl	historical	00502	19670801	20061231	/daily/kl/historical/tageswerte_00502_19670801_20061231_hist.zip
daily	kl	historical	00524	19470101	19921231	/daily/kl/historical/tageswerte_00524_19470101_19921231_hist.zip
daily	kl	historical	00526	19510101	19751231	/daily/kl/historical/tageswerte_00526_19510101_19751231_hist.zip
daily	kl	historical	00535	19470101	20151231	/daily/kl/historical/tageswerte_00535_19470101_20151231_hist.zip
daily	kl	historical	00550	19940501	20020930	/daily/kl/historical/tageswerte_00550_19940501_20020930_hist.zip
daily	kl	historical	00553	19540101	19740831	/daily/kl/historical/tageswerte_00553_19540101_19740831_hist.zip
daily	kl	historical	00554	19470101	20060228	/daily/kl/historical/tageswerte_00554_19470101_20060228_hist.zip
daily	kl	historical	00555	19400101	20151231	/daily/kl/historical/tageswerte_00555_19400101_20151231_hist.zip
daily	kl	historical	00576	19870801	20031231	/daily/kl/historical/tageswerte_00576_19870801_20031231_hist.zip
daily	kl	historical	00578	19510301	19661231	/daily/kl/historical/tageswerte_00578_19510301_19661231_hist.zip
daily	kl	historical	00588	19920501	19960731	/daily/kl/historical/tageswerte_00588_19920501_19960731_hist.zip
daily	kl	historical	00591	19470101	20151231	/daily/kl/historical/tageswerte_00591_19470101_20151231_hist.zip
daily	kl	historical	00592	19460101	19621231	/daily/kl/historical/tageswerte_00592_19460101_19621231_hist.zip
daily	kl	historical	00596	19470101	20151231	/daily/kl/historical/tageswerte_00596_19470101_20151231_hist.zip
daily	kl	historical	00598	19490101	19570831	/daily/kl/historical/tageswerte_00598_19490101_19570831_hist.zip
daily	kl	historical	00599	19321001	19990301	/daily/kl/historical/tageswerte_00599_19321001_19990301_hist.zip
daily	kl	historical	00603	20000701	20151231	/daily/kl/historical/tageswerte_00603_20000701_20151231_hist.zip
daily	kl	historical	00606	19500101	19540731	/daily/kl/historical/tageswerte_00606_19500101_19540731_hist.zip
daily	kl	historical	00614	19510101	20071231	/daily/kl/historical/tageswerte_00614_19510101_20071231_hist.zip
daily	kl	historical	00617	20040601	20151231	/daily/kl/historical/tageswerte_00617_20040601_20151231_hist.zip
daily	kl	historical	00619	19470101	20060228	/daily/kl/historical/tageswerte_00619_19470101_20060228_hist.zip
daily	kl	historical	00642	19660101	19931031	/daily/kl/historical/tageswerte_00642_19660101_19931031_hist.zip
daily	kl	historical	00643	19931101	19941231	/daily/kl/historical/tageswerte_00643_19931101_19941231_hist.zip
daily	kl	historical	00645	19470101	19520131	/daily/kl/historical/tageswerte_00645_19470101_19520131_hist.zip
daily	kl	historical	00648	19630501	20061231	/daily/kl/historical/tageswerte_00648_19630501_20061231_hist.zip
daily	kl	historical	00650	19480701	20010430	/daily/kl/historical/tageswerte_00650_19480701_20010430_hist.zip
daily	kl	historical	00652	19490101	19580731	/daily/kl/historical/tageswerte_00652_19490101_19580731_hist.zip
daily	kl	historical	00656	19360101	20151231	/daily/kl/historical/tageswerte_00656_19360101_20151231_hist.zip
daily	kl	historical	00660	19480101	19601231	/daily/kl/historical/tageswerte_00660_19480101_19601231_hist.zip
daily	kl	historical	00661	18910101	19531231	/daily/kl/historical/tageswerte_00661_18910101_19531231_hist.zip
daily	kl	historical	00662	19610101	20151231	/daily/kl/historical/tageswerte_00662_19610101_20151231_hist.zip
daily	kl	historical	00685	19980112	20061101	/daily/kl/historical/tageswerte_00685_19980112_20061101_hist.zip
daily	kl	historical	00691	18900101	20151231	/daily/kl/historical/tageswerte_00691_18900101_20151231_hist.zip
daily	kl	historical	00699	19490101	19580630	/daily/kl/historical/tageswerte_00699_19490101_19580630_hist.zip
daily	kl	historical	00701	19490101	20151231	/daily/kl/historical/tageswerte_00701_19490101_20151231_hist.zip
daily	kl	historical	00702	19480101	19611231	/daily/kl/historical/tageswerte_00702_19480101_19611231_hist.zip
daily	kl	historical	00703	19370101	19850531	/daily/kl/historical/tageswerte_00703_19370101_19850531_hist.zip
daily	kl	historical	00704	19980101	20151231	/daily/kl/historical/tageswerte_00704_19980101_20151231_hist.zip
daily	kl	historical	00705	19850601	20061231	/daily/kl/historical/tageswerte_00705_19850601_20061231_hist.zip
daily	kl	historical	00706	19710501	20041231	/daily/kl/historical/tageswerte_00706_19710501_20041231_hist.zip
daily	kl	historical	00710	19831101	20031231	/daily/kl/historical/tageswerte_00710_19831101_20031231_hist.zip
daily	kl	historical	00717	19370101	20040630	/daily/kl/historical/tageswerte_00717_19370101_20040630_hist.zip
daily	kl	historical	00722	19470911	20151231	/daily/kl/historical/tageswerte_00722_19470911_20151231_hist.zip
daily	kl	historical	00727	19580101	19861231	/daily/kl/historical/tageswerte_00727_19580101_19861231_hist.zip
daily	kl	historical	00729	19470101	19801231	/daily/kl/historical/tageswerte_00729_19470101_19801231_hist.zip
daily	kl	historical	00736	19470101	19991231	/daily/kl/historical/tageswerte_00736_19470101_19991231_hist.zip
daily	kl	historical	00738	19690501	19840831	/daily/kl/historical/tageswerte_00738_19690501_19840831_hist.zip
daily	kl	historical	00755	19350101	20151231	/daily/kl/historical/tageswerte_00755_19350101_20151231_hist.zip
daily	kl	historical	00757	19901001	20151231	/daily/kl/historical/tageswerte_00757_19901001_20151231_hist.zip
daily	kl	historical	00760	19760601	20040531	/daily/kl/historical/tageswerte_00760_19760601_20040531_hist.zip
daily	kl	historical	00766	20000701	20151231	/daily/kl/historical/tageswerte_00766_20000701_20151231_hist.zip
daily	kl	historical	00769	19790101	20151231	/daily/kl/historical/tageswerte_00769_19790101_20151231_hist.zip
daily	kl	historical	00771	19470101	19551231	/daily/kl/historical/tageswerte_00771_19470101_19551231_hist.zip
daily	kl	historical	00772	19470101	19860430	/daily/kl/historical/tageswerte_00772_19470101_19860430_hist.zip
daily	kl	historical	00773	19860501	20041231	/daily/kl/historical/tageswerte_00773_19860501_20041231_hist.zip
daily	kl	historical	00793	19920101	19941031	/daily/kl/historical/tageswerte_00793_19920101_19941031_hist.zip
daily	kl	historical	00817	19521001	20151231	/daily/kl/historical/tageswerte_00817_19521001_20151231_hist.zip
daily	kl	historical	00840	19950301	20151231	/daily/kl/historical/tageswerte_00840_19950301_20151231_hist.zip
daily	kl	historical	00848	19400101	19781231	/daily/kl/historical/tageswerte_00848_19400101_19781231_hist.zip
daily	kl	historical	00850	19790101	20151231	/daily/kl/historical/tageswerte_00850_19790101_20151231_hist.zip
daily	kl	historical	00851	19480201	19960430	/daily/kl/historical/tageswerte_00851_19480201_19960430_hist.zip
daily	kl	historical	00853	18820101	20151231	/daily/kl/historical/tageswerte_00853_18820101_20151231_hist.zip
daily	kl	historical	00856	19980101	20151231	/daily/kl/historical/tageswerte_00856_19980101_20151231_hist.zip
daily	kl	historical	00863	18900101	20120404	/daily/kl/historical/tageswerte_00863_18900101_20120404_hist.zip
daily	kl	historical	00865	19600101	19710228	/daily/kl/historical/tageswerte_00865_19600101_19710228_hist.zip
daily	kl	historical	00867	19470101	20151231	/daily/kl/historical/tageswerte_00867_19470101_20151231_hist.zip
daily	kl	historical	00876	19470101	19881231	/daily/kl/historical/tageswerte_00876_19470101_19881231_hist.zip
daily	kl	historical	00879	20000701	20030331	/daily/kl/historical/tageswerte_00879_20000701_20030331_hist.zip
daily	kl	historical	00880	18870101	20151231	/daily/kl/historical/tageswerte_00880_18870101_20151231_hist.zip
daily	kl	historical	00881	19500101	20031231	/daily/kl/historical/tageswerte_00881_19500101_20031231_hist.zip
daily	kl	historical	00888	19650101	19911216	/daily/kl/historical/tageswerte_00888_19650101_19911216_hist.zip
daily	kl	historical	00891	19460101	20151231	/daily/kl/historical/tageswerte_00891_19460101_20151231_hist.zip
daily	kl	historical	00896	19910101	20151231	/daily/kl/historical/tageswerte_00896_19910101_20151231_hist.zip
daily	kl	historical	00917	19950801	20151231	/daily/kl/historical/tageswerte_00917_19950801_20151231_hist.zip
daily	kl	historical	00918	19871001	19950731	/daily/kl/historical/tageswerte_00918_19871001_19950731_hist.zip
daily	kl	historical	00919	19370203	19740731	/daily/kl/historical/tageswerte_00919_19370203_19740731_hist.zip
daily	kl	historical	00931	19890801	20031231	/daily/kl/historical/tageswerte_00931_19890801_20031231_hist.zip
daily	kl	historical	00948	19470101	19501231	/daily/kl/historical/tageswerte_00948_19470101_19501231_hist.zip
daily	kl	historical	00953	19500801	20151231	/daily/kl/historical/tageswerte_00953_19500801_20151231_hist.zip
daily	kl	historical	00954	19980101	20151231	/daily/kl/historical/tageswerte_00954_19980101_20151231_hist.zip
daily	kl	historical	00963	19520901	20151231	/daily/kl/historical/tageswerte_00963_19520901_20151231_hist.zip
daily	kl	historical	00964	19520101	19621231	/daily/kl/historical/tageswerte_00964_19520101_19621231_hist.zip
daily	kl	historical	00965	19480601	19900630	/daily/kl/historical/tageswerte_00965_19480601_19900630_hist.zip
daily	kl	historical	00970	19850401	19990630	/daily/kl/historical/tageswerte_00970_19850401_19990630_hist.zip
daily	kl	historical	00979	19470801	20151231	/daily/kl/historical/tageswerte_00979_19470801_20151231_hist.zip
daily	kl	historical	00982	19470501	20061130	/daily/kl/historical/tageswerte_00982_19470501_20061130_hist.zip
daily	kl	historical	00983	20061201	20151231	/daily/kl/historical/tageswerte_00983_20061201_20151231_hist.zip
daily	kl	historical	00991	19540901	20151231	/daily/kl/historical/tageswerte_00991_19540901_20151231_hist.zip
daily	kl	historical	01000	19910701	19970831	/daily/kl/historical/tageswerte_01000_19910701_19970831_hist.zip
daily	kl	historical	01001	19480701	20151231	/daily/kl/historical/tageswerte_01001_19480701_20151231_hist.zip
daily	kl	historical	01003	19470101	19661231	/daily/kl/historical/tageswerte_01003_19470101_19661231_hist.zip
daily	kl	historical	01006	19471101	19610930	/daily/kl/historical/tageswerte_01006_19471101_19610930_hist.zip
daily	kl	historical	01032	19500101	19990930	/daily/kl/historical/tageswerte_01032_19500101_19990930_hist.zip
daily	kl	historical	01047	18820101	19151231	/daily/kl/historical/tageswerte_01047_18820101_19151231_hist.zip
daily	kl	historical	01048	19350401	20151231	/daily/kl/historical/tageswerte_01048_19350401_20151231_hist.zip
daily	kl	historical	01050	19490101	20151231	/daily/kl/historical/tageswerte_01050_19490101_20151231_hist.zip
daily	kl	historical	01051	19360101	20151231	/daily/kl/historical/tageswerte_01051_19360101_20151231_hist.zip
daily	kl	historical	01052	19930501	20151231	/daily/kl/historical/tageswerte_01052_19930501_20151231_hist.zip
daily	kl	historical	01066	19630101	19761231	/daily/kl/historical/tageswerte_01066_19630101_19761231_hist.zip
daily	kl	historical	01072	19520101	20151231	/daily/kl/historical/tageswerte_01072_19520101_20151231_hist.zip
daily	kl	historical	01073	19360101	19521231	/daily/kl/historical/tageswerte_01073_19360101_19521231_hist.zip
daily	kl	historical	01074	19470401	19730228	/daily/kl/historical/tageswerte_01074_19470401_19730228_hist.zip
daily	kl	historical	01078	19690701	20151231	/daily/kl/historical/tageswerte_01078_19690701_20151231_hist.zip
daily	kl	historical	01079	19350101	19960731	/daily/kl/historical/tageswerte_01079_19350101_19960731_hist.zip
daily	kl	historical	01084	19940501	20070531	/daily/kl/historical/tageswerte_01084_19940501_20070531_hist.zip
daily	kl	historical	01087	19510101	19931231	/daily/kl/historical/tageswerte_01087_19510101_19931231_hist.zip
daily	kl	historical	01091	19910101	20071231	/daily/kl/historical/tageswerte_01091_19910101_20071231_hist.zip
daily	kl	historical	01102	19871101	20021231	/daily/kl/historical/tageswerte_01102_19871101_20021231_hist.zip
daily	kl	historical	01103	19780101	20151231	/daily/kl/historical/tageswerte_01103_19780101_20151231_hist.zip
daily	kl	historical	01106	19470101	19501231	/daily/kl/historical/tageswerte_01106_19470101_19501231_hist.zip
daily	kl	historical	01107	19630101	20151231	/daily/kl/historical/tageswerte_01107_19630101_20151231_hist.zip
daily	kl	historical	01130	20000701	20050131	/daily/kl/historical/tageswerte_01130_20000701_20050131_hist.zip
daily	kl	historical	01146	19850701	19870731	/daily/kl/historical/tageswerte_01146_19850701_19870731_hist.zip
daily	kl	historical	01154	19450101	19660930	/daily/kl/historical/tageswerte_01154_19450101_19660930_hist.zip
daily	kl	historical	01161	19550101	20151231	/daily/kl/historical/tageswerte_01161_19550101_20151231_hist.zip
daily	kl	historical	01169	19760201	19990930	/daily/kl/historical/tageswerte_01169_19760201_19990930_hist.zip
daily	kl	historical	01172	19510101	19891130	/daily/kl/historical/tageswerte_01172_19510101_19891130_hist.zip
daily	kl	historical	01182	19470101	20010531	/daily/kl/historical/tageswerte_01182_19470101_20010531_hist.zip
daily	kl	historical	01185	20010319	20021117	/daily/kl/historical/tageswerte_01185_20010319_20021117_hist.zip
daily	kl	historical	01188	19470101	19740831	/daily/kl/historical/tageswerte_01188_19470101_19740831_hist.zip
daily	kl	historical	01197	19410101	20151231	/daily/kl/historical/tageswerte_01197_19410101_20151231_hist.zip
daily	kl	historical	01200	19980101	20151231	/daily/kl/historical/tageswerte_01200_19980101_20151231_hist.zip
daily	kl	historical	01201	19470701	20001231	/daily/kl/historical/tageswerte_01201_19470701_20001231_hist.zip
daily	kl	historical	01204	19490101	19651231	/daily/kl/historical/tageswerte_01204_19490101_19651231_hist.zip
daily	kl	historical	01207	19480601	20151231	/daily/kl/historical/tageswerte_01207_19480601_20151231_hist.zip
daily	kl	historical	01214	19871101	20151231	/daily/kl/historical/tageswerte_01214_19871101_20151231_hist.zip
daily	kl	historical	01219	19470101	19970630	/daily/kl/historical/tageswerte_01219_19470101_19970630_hist.zip
daily	kl	historical	01221	19550101	19740228	/daily/kl/historical/tageswerte_01221_19550101_19740228_hist.zip
daily	kl	historical	01224	19751101	20151231	/daily/kl/historical/tageswerte_01224_19751101_20151231_hist.zip
daily	kl	historical	01228	20000701	20151231	/daily/kl/historical/tageswerte_01228_20000701_20151231_hist.zip
daily	kl	historical	01229	19470101	19970331	/daily/kl/historical/tageswerte_01229_19470101_19970331_hist.zip
daily	kl	historical	01238	19510101	19960930	/daily/kl/historical/tageswerte_01238_19510101_19960930_hist.zip
daily	kl	historical	01239	19860801	20080923	/daily/kl/historical/tageswerte_01239_19860801_20080923_hist.zip
daily	kl	historical	01243	19760101	19850930	/daily/kl/historical/tageswerte_01243_19760101_19850930_hist.zip
daily	kl	historical	01246	20150801	20151231	/daily/kl/historical/tageswerte_01246_20150801_20151231_hist.zip
daily	kl	historical	01254	19470701	20021130	/daily/kl/historical/tageswerte_01254_19470701_20021130_hist.zip
daily	kl	historical	01255	20021201	20151231	/daily/kl/historical/tageswerte_01255_20021201_20151231_hist.zip
daily	kl	historical	01262	19920517	20151231	/daily/kl/historical/tageswerte_01262_19920517_20151231_hist.zip
daily	kl	historical	01266	19640501	20151231	/daily/kl/historical/tageswerte_01266_19640501_20151231_hist.zip
daily	kl	historical	01270	19510101	20151231	/daily/kl/historical/tageswerte_01270_19510101_20151231_hist.zip
daily	kl	historical	01275	19670401	19801231	/daily/kl/historical/tageswerte_01275_19670401_19801231_hist.zip
daily	kl	historical	01276	19800801	20021231	/daily/kl/historical/tageswerte_01276_19800801_20021231_hist.zip
daily	kl	historical	01279	19490101	20151231	/daily/kl/historical/tageswerte_01279_19490101_20151231_hist.zip
daily	kl	historical	01280	19470401	19531231	/daily/kl/historical/tageswerte_01280_19470401_19531231_hist.zip
daily	kl	historical	01287	19911201	20060831	/daily/kl/historical/tageswerte_01287_19911201_20060831_hist.zip
daily	kl	historical	01292	19670101	20060430	/daily/kl/historical/tageswerte_01292_19670101_20060430_hist.zip
daily	kl	historical	01297	19470901	20151231	/daily/kl/historical/tageswerte_01297_19470901_20151231_hist.zip
daily	kl	historical	01299	19790901	19991031	/daily/kl/historical/tageswerte_01299_19790901_19991031_hist.zip
daily	kl	historical	01300	19380101	20151231	/daily/kl/historical/tageswerte_01300_19380101_20151231_hist.zip
daily	kl	historical	01303	19350101	20151231	/daily/kl/historical/tageswerte_01303_19350101_20151231_hist.zip
daily	kl	historical	01327	19370101	20151231	/daily/kl/historical/tageswerte_01327_19370101_20151231_hist.zip
daily	kl	historical	01329	19360101	20031231	/daily/kl/historical/tageswerte_01329_19360101_20031231_hist.zip
daily	kl	historical	01332	19660701	20151231	/daily/kl/historical/tageswerte_01332_19660701_20151231_hist.zip
daily	kl	historical	01339	20000701	20151231	/daily/kl/historical/tageswerte_01339_20000701_20151231_hist.zip
daily	kl	historical	01341	20081201	20110928	/daily/kl/historical/tageswerte_01341_20081201_20110928_hist.zip
daily	kl	historical	01345	19470301	19621231	/daily/kl/historical/tageswerte_01345_19470301_19621231_hist.zip
daily	kl	historical	01346	19450101	20151231	/daily/kl/historical/tageswerte_01346_19450101_20151231_hist.zip
daily	kl	historical	01357	19480101	20151231	/daily/kl/historical/tageswerte_01357_19480101_20151231_hist.zip
daily	kl	historical	01358	18900801	20151231	/daily/kl/historical/tageswerte_01358_18900801_20151231_hist.zip
daily	kl	historical	01374	19490112	19720430	/daily/kl/historical/tageswerte_01374_19490112_19720430_hist.zip
daily	kl	historical	01378	19850701	20061231	/daily/kl/historical/tageswerte_01378_19850701_20061231_hist.zip
daily	kl	historical	01379	19570101	19850630	/daily/kl/historical/tageswerte_01379_19570101_19850630_hist.zip
